SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START_x,HOUR_APPR_PROCESS_START_x,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_ANNUITY,EXT_SOURCE_2,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,MOST_RECENT,DAYS_CREDIT_REC,MONTHS_BALANCE,STATUS,SK_ID_PREV,PREV_NAME_CONTRACT_TYPE,AMT_APPLICATION,WEEKDAY_APPR_PROCESS_START_y,HOUR_APPR_PROCESS_START_y,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,NAME_YIELD_GROUP,PREV_APP_COUNT,PREV_APP_BINS
100852,0,Cash loans,M,Y,Y,0,157500.0,1190340.0,Working,Secondary / secondary special,Married,House / apartment,0.0066709999999999,-19794,-2260,-7567.0,-3310,1,1,0,1,0,0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63549.0,0.4879060029806752,6790636.0,Closed,currency 1,-2728.0,0.0,0.0,0.0,Credit card,-835.0,More than 250,-2378.0,,,2701576.0,Consumer loans,98545.5,SUNDAY,13.0,Y,1.0,XAP,Approved,-569.0,Cash through the bank,XAP,New,Consumer Electronics,POS,XNA,Regional / Local,600.0,Consumer electronics,low_normal,1.0,0-10
100853,0,Cash loans,F,N,Y,2,117000.0,276277.5,Working,Secondary / secondary special,Married,House / apartment,0.025164,-13176,-1725,-358.0,-4642,1,1,0,1,0,0,2,2,TUESDAY,13,0,0,0,0,0,0,Kindergarten,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16825.5,0.2474814095146677,5890846.0,Active,currency 1,-665.0,0.0,0.0,0.0,Consumer credit,-22.0,More than 250,-462.0,0.0,0,2169024.0,Cash loans,337500.0,WEDNESDAY,14.0,Y,1.0,XNA,Refused,-1042.0,Cash through the bank,LIMIT,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1.0,XNA,middle,9.0,0-10
100854,0,Cash loans,M,N,N,1,202500.0,485640.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0.006305,-12418,-677,-661.0,-2060,1,1,0,1,0,0,3,3,SUNDAY,5,0,0,0,1,1,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38938.5,0.3899159307848503,5998186.0,Active,currency 1,-272.0,0.0,0.0,0.0,Consumer credit,-30.0,More than 250,-272.0,,,2679936.0,Cash loans,0.0,SATURDAY,9.0,Y,1.0,XNA,Refused,-225.0,XNA,HC,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,6.0,0-10
100855,0,Cash loans,M,Y,N,0,270000.0,770292.0,Working,Higher education,Married,House / apartment,0.014464,-16951,-2435,-2057.0,-312,1,1,1,1,1,0,2,2,MONDAY,5,0,0,0,0,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39330.0,0.2698458481465077,6211816.0,Active,currency 1,-145.0,0.0,0.0,0.0,Consumer credit,-16.0,101-125,-109.0,0.0,X,2051464.0,Consumer loans,45976.5,THURSDAY,5.0,Y,1.0,XAP,Approved,-795.0,XNA,XAP,New,Computers,POS,XNA,Country-wide,40.0,Connectivity,high,1.0,0-10
100856,0,Cash loans,F,N,Y,0,112500.0,364896.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,-16862,-4356,-5452.0,-405,1,1,0,1,0,0,2,2,TUESDAY,17,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19233.0,0.7514201927183148,,,,,,,,,,,,,,1248463.0,Cash loans,0.0,FRIDAY,17.0,Y,1.0,XNA,Canceled,-60.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,9.0,0-10
100857,0,Cash loans,F,N,Y,0,49500.0,153504.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.035792,-23630,365243,-11244.0,-4708,1,0,0,1,0,0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15084.0,0.3542247319929012,,,,,,,,,,,,,,1586420.0,Consumer loans,47218.5,MONDAY,13.0,Y,1.0,XAP,Approved,-787.0,Cash through the bank,XAP,New,Furniture,POS,XNA,Country-wide,200.0,Furniture,middle,1.0,0-10
100858,0,Cash loans,M,Y,Y,2,270000.0,1467612.0,Working,Secondary / secondary special,Married,House / apartment,0.00733,-14907,-95,-2699.0,-2004,1,1,0,1,0,0,2,2,FRIDAY,13,0,1,1,1,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58333.5,0.5452421014657168,5464678.0,Active,currency 1,-872.0,0.0,0.0,0.0,Credit card,-13.0,More than 250,-872.0,0.0,X,1884734.0,Consumer loans,26955.0,FRIDAY,16.0,Y,1.0,XAP,Approved,-7.0,XNA,XAP,Repeater,Computers,POS,XNA,Stone,35.0,Consumer electronics,middle,3.0,0-10
100859,0,Cash loans,F,N,Y,0,270000.0,1225224.0,Working,Secondary / secondary special,Married,House / apartment,0.04622,-14004,-2402,-7999.0,-1062,1,1,0,1,0,1,1,1,TUESDAY,10,0,0,0,0,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44140.5,0.558863072697854,5317692.0,Active,currency 1,-707.0,0.0,0.0,0.0,Credit card,-6.0,More than 250,-437.0,-9.0,X,2326955.0,Cash loans,0.0,WEDNESDAY,10.0,Y,1.0,XNA,Canceled,-475.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,10.0,0-10
100860,0,Cash loans,M,N,Y,1,180000.0,711747.0,Working,Secondary / secondary special,Married,Rented apartment,0.010643,-10241,-732,-2739.0,-1101,1,1,0,1,0,1,2,2,FRIDAY,16,1,1,1,1,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56362.5,0.4383768427638231,,,,,,,,,,,,,,1920031.0,Consumer loans,143910.0,FRIDAY,16.0,Y,1.0,XAP,Approved,-98.0,Cash through the bank,XAP,Repeater,Mobile,POS,XNA,Country-wide,20.0,Connectivity,middle,2.0,0-10
100861,0,Cash loans,M,N,N,0,306000.0,2085120.0,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14206,-5632,-185.0,-4669,1,1,0,1,0,0,2,2,FRIDAY,13,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72477.0,0.6361623696784523,5861445.0,Closed,currency 1,-1255.0,0.0,0.0,0.0,Consumer credit,-413.0,More than 250,-1255.0,0.0,C,2094054.0,Cash loans,0.0,FRIDAY,10.0,Y,1.0,XNA,Canceled,-196.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,5.0,0-10
100862,0,Cash loans,M,Y,Y,0,180000.0,957033.0,Working,Secondary / secondary special,Married,House / apartment,0.003813,-11485,-2140,-196.0,-1049,1,1,0,1,0,0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51120.0,0.4447017559248959,5403160.0,Active,currency 1,-554.0,0.0,0.0,0.0,Real Estate,-9.0,176-200,-187.0,0.0,0,1441957.0,Consumer loans,89550.0,SUNDAY,14.0,Y,1.0,XAP,Approved,-649.0,Cash through the bank,XAP,Repeater,Consumer Electronics,POS,XNA,Regional / Local,15.0,Industry,low_normal,6.0,0-10
100863,0,Cash loans,F,N,Y,0,135000.0,253737.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018634,-23511,365243,-12935.0,-4139,1,0,0,1,1,0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14296.5,0.583910108044577,6383805.0,Active,currency 1,-98.0,0.0,0.0,0.0,Credit card,-18.0,76-100,-98.0,,,1463082.0,Cash loans,90000.0,TUESDAY,8.0,Y,1.0,XNA,Approved,-450.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Country-wide,50.0,Connectivity,middle,7.0,0-10
100864,0,Cash loans,F,N,Y,0,135000.0,573628.5,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.025164,-9132,-126,-183.0,-1785,1,1,0,1,0,0,2,2,WEDNESDAY,15,1,1,0,1,1,1,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27724.5,0.1951064262409616,,,,,,,,,,,,,,2608407.0,Consumer loans,66510.0,SATURDAY,13.0,Y,1.0,XAP,Approved,-872.0,Cash through the bank,XAP,Repeater,Photo / Cinema Equipment,POS,XNA,Regional / Local,200.0,Consumer electronics,low_normal,2.0,0-10
100865,0,Cash loans,F,Y,Y,2,112500.0,573628.5,State servant,Higher education,Married,House / apartment,0.006852,-13525,-5070,-3336.0,-3430,1,1,0,1,0,1,3,3,TUESDAY,12,0,0,0,0,0,0,Kindergarten,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24435.0,0.511294568153395,5684620.0,Active,currency 1,-1358.0,0.0,0.0,0.0,Credit card,-5.0,More than 250,-270.0,,,2375173.0,Cash loans,1129500.0,THURSDAY,10.0,Y,1.0,XNA,Refused,-180.0,Cash through the bank,HC,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_normal,7.0,0-10
100866,0,Cash loans,F,N,Y,0,225000.0,398016.0,Working,Higher education,Separated,House / apartment,0.04622,-15453,-1357,-112.0,-4436,1,1,0,1,0,0,1,1,TUESDAY,12,0,0,0,0,0,0,Agriculture,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31576.5,0.7169405650087814,6079158.0,Active,currency 1,-528.0,0.0,0.0,0.0,Consumer credit,-36.0,101-125,-112.0,0.0,C,2029874.0,Consumer loans,80955.0,WEDNESDAY,18.0,Y,1.0,XAP,Approved,-27.0,Cash through the bank,XAP,Refreshed,Mobile,POS,XNA,Country-wide,100.0,Connectivity,high,4.0,0-10
100867,0,Cash loans,F,Y,Y,0,180000.0,239850.0,Pensioner,Higher education,Widow,House / apartment,0.006629,-24645,365243,-1182.0,-1203,1,0,0,1,0,0,2,2,THURSDAY,5,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23494.5,0.5423343279237876,5409375.0,Active,currency 1,-555.0,0.0,0.0,0.0,Credit card,-8.0,226-250,-247.0,0.0,C,1168851.0,Cash loans,0.0,WEDNESDAY,4.0,Y,1.0,XNA,Canceled,-50.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,16.0,11-20
100868,0,Cash loans,F,N,N,0,112500.0,450000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.0145199999999999,-19129,-2919,-314.0,-2673,1,1,0,1,0,0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27324.0,0.6086145238551975,,,,,,,,,,,,,,1502142.0,Consumer loans,125955.0,MONDAY,15.0,Y,1.0,XAP,Refused,-2005.0,Cash through the bank,HC,Repeater,Computers,POS,XNA,Regional / Local,100.0,Consumer electronics,middle,3.0,0-10
100869,0,Cash loans,F,N,N,0,90000.0,242950.5,Working,Secondary / secondary special,Separated,House / apartment,0.020713,-16645,-300,-244.0,-208,1,1,0,1,0,0,3,2,MONDAY,6,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14994.0,0.3643524818084565,5907273.0,Closed,currency 1,-862.0,0.0,0.0,0.0,Consumer credit,-792.0,More than 250,-862.0,0.0,C,2244914.0,Consumer loans,61042.5,THURSDAY,8.0,Y,1.0,XAP,Approved,-1803.0,XNA,XAP,Repeater,Computers,POS,XNA,Regional / Local,130.0,Consumer electronics,middle,2.0,0-10
100870,0,Cash loans,F,N,Y,0,90000.0,203760.0,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-18840,-9569,-10966.0,-2395,1,1,0,1,0,0,2,2,FRIDAY,15,0,0,0,0,1,1,Postal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11506.5,0.6944819093322582,,,,,,,,,,,,,,2704651.0,Revolving loans,0.0,TUESDAY,12.0,Y,1.0,XAP,Approved,-2922.0,XNA,XAP,Repeater,XNA,Cards,x-sell,Country-wide,60.0,Connectivity,XNA,1.0,0-10
100871,0,Cash loans,M,N,Y,0,90288.0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.030755,-7865,-300,-69.0,-446,1,1,1,1,1,0,2,2,WEDNESDAY,17,0,0,0,0,1,1,Trade: type 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16623.0,0.4679933005824503,6074216.0,Active,currency 1,-57.0,0.0,0.0,0.0,Credit card,-32.0,51-75,-57.0,0.0,0,1972171.0,Revolving loans,0.0,FRIDAY,17.0,Y,1.0,XAP,Canceled,-19.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,6.0,0-10
100873,0,Cash loans,F,N,Y,0,360000.0,1030500.0,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,-19776,-1236,-9513.0,-3174,1,1,0,1,1,0,1,1,FRIDAY,18,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43659.0,0.7478661139929402,,,,,,,,,,,,,,1062722.0,Revolving loans,45000.0,TUESDAY,19.0,Y,1.0,XAP,Approved,-339.0,XNA,XAP,Repeater,XNA,Cards,walk-in,Country-wide,100.0,Consumer electronics,XNA,3.0,0-10
100874,0,Cash loans,F,N,Y,0,225000.0,582768.0,Commercial associate,Higher education,Married,House / apartment,0.035792,-21642,-98,-128.0,-2551,1,1,0,1,0,0,2,2,FRIDAY,15,0,0,0,0,0,0,Electricity,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59845.5,0.185184566344972,6797110.0,Active,currency 1,-94.0,0.0,0.0,0.0,Consumer credit,-39.0,76-100,-94.0,,,1900839.0,Cash loans,0.0,MONDAY,4.0,Y,1.0,XNA,Canceled,-130.0,XNA,XAP,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,2.0,0-10
100875,0,Cash loans,F,N,Y,1,126000.0,260640.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-10303,-1062,-2231.0,-2294,1,1,0,1,0,0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Industry: type 5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26838.0,0.6174020749784809,6428642.0,Active,currency 1,-47.0,0.0,0.0,0.0,Consumer credit,-16.0,26-50,-47.0,0.0,0,1132792.0,Consumer loans,97587.0,FRIDAY,14.0,Y,1.0,XAP,Approved,-565.0,Cash through the bank,XAP,New,Consumer Electronics,POS,XNA,Stone,600.0,Consumer electronics,middle,1.0,0-10
100876,0,Cash loans,F,Y,Y,1,139500.0,317178.0,Working,Higher education,Married,House / apartment,0.025164,-13465,-380,-72.0,-4692,1,1,0,1,0,1,2,2,THURSDAY,10,0,0,0,0,0,0,Industry: type 11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23845.5,0.6283580817444725,,,,,,,,,,,,,,1237895.0,Revolving loans,900000.0,TUESDAY,14.0,Y,1.0,XAP,Approved,-653.0,XNA,XAP,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1.0,XNA,XNA,4.0,0-10
100877,0,Cash loans,F,N,Y,0,90000.0,238896.0,Working,Secondary / secondary special,Widow,House / apartment,0.004849,-16989,-665,-1715.0,-533,1,1,1,1,0,0,2,2,FRIDAY,12,0,0,0,0,0,0,Industry: type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11619.0,0.3622937185584311,,,,,,,,,,,,,,1194768.0,Consumer loans,43155.0,TUESDAY,12.0,Y,1.0,XAP,Approved,-269.0,Cash through the bank,XAP,New,Construction Materials,POS,XNA,Regional / Local,104.0,Construction,middle,2.0,0-10
100878,0,Cash loans,F,N,Y,1,247500.0,835380.0,Working,Secondary / secondary special,Married,House / apartment,0.008019,-16851,-1310,-675.0,-390,1,1,0,1,0,0,2,2,SATURDAY,12,0,0,0,0,1,1,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35523.0,0.5673307155535908,5405724.0,Active,currency 1,-637.0,0.0,0.0,0.0,Consumer credit,-25.0,More than 250,-636.0,0.0,C,1099138.0,Cash loans,900000.0,SATURDAY,14.0,Y,1.0,XNA,Refused,-35.0,Cash through the bank,HC,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_normal,6.0,0-10
100879,1,Cash loans,F,Y,Y,0,450000.0,1323000.0,Working,Higher education,Married,House / apartment,0.018209,-18740,-1369,-8719.0,-2232,1,1,0,1,0,0,3,3,TUESDAY,10,0,0,0,0,0,0,Trade: type 7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47650.5,0.2273969523669658,5317944.0,Active,currency 1,-1076.0,0.0,0.0,0.0,Car loan,-7.0,More than 250,-254.0,0.0,C,1684764.0,Cash loans,1350000.0,MONDAY,7.0,Y,1.0,XNA,Approved,-1053.0,Cash through the bank,XAP,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1.0,XNA,low_action,6.0,0-10
100880,0,Cash loans,F,N,N,0,67500.0,143910.0,Pensioner,Lower secondary,Married,House / apartment,0.031329,-22637,365243,-7608.0,-4984,1,0,0,1,1,0,2,2,MONDAY,14,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14872.5,0.7519834396765074,6390490.0,Active,currency 1,-2265.0,0.0,0.0,0.0,Credit card,-7.0,More than 250,-441.0,,,2206436.0,Consumer loans,49405.5,SATURDAY,9.0,Y,1.0,XAP,Approved,-2418.0,Cash through the bank,XAP,Repeater,Mobile,POS,XNA,Country-wide,30.0,Connectivity,high,5.0,0-10
100881,0,Revolving loans,M,N,N,0,243000.0,180000.0,State servant,Secondary / secondary special,Single / not married,With parents,0.010006,-7705,-350,-6738.0,-393,1,1,0,1,0,0,2,1,TUESDAY,16,0,0,0,0,1,1,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000.0,0.2881129073418429,,,,,,,,,,,,,,1830417.0,Consumer loans,134955.0,TUESDAY,13.0,Y,1.0,XAP,Approved,-105.0,XNA,XAP,Repeater,Computers,POS,XNA,Stone,50.0,Consumer electronics,low_normal,2.0,0-10
100882,0,Cash loans,F,N,Y,0,213750.0,765000.0,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-14661,-413,-582.0,-1072,1,1,0,1,0,0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39060.0,0.6821588851442865,6037954.0,Closed,currency 1,-1512.0,0.0,0.0,0.0,Consumer credit,-1236.0,More than 250,-1512.0,-40.0,0,1218135.0,Revolving loans,0.0,WEDNESDAY,16.0,Y,1.0,XAP,Canceled,-280.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,5.0,0-10
100883,0,Cash loans,F,Y,N,2,112500.0,117162.0,Working,Secondary / secondary special,Married,House / apartment,0.010966,-9106,-1031,-9064.0,-1739,1,1,0,1,0,0,2,2,THURSDAY,16,0,0,0,0,0,0,Self-employed,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11718.0,0.6160581543165006,5395648.0,Active,currency 1,-57.0,0.0,0.0,0.0,Consumer credit,-24.0,51-75,-57.0,,,2794576.0,Consumer loans,20340.0,FRIDAY,12.0,Y,1.0,XAP,Approved,-2225.0,XNA,XAP,New,Furniture,POS,XNA,Stone,20.0,Furniture,low_normal,1.0,0-10
100884,0,Cash loans,F,N,Y,0,157500.0,327024.0,Working,Secondary / secondary special,Separated,House / apartment,0.018029,-10960,-1091,-5206.0,-1049,1,1,0,1,0,0,3,3,WEDNESDAY,12,0,0,0,0,0,0,Medicine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21420.0,0.5763092744000353,5813786.0,Active,currency 1,-15.0,0.0,0.0,0.0,Credit card,-13.0,0-25,-15.0,,,2747712.0,Cash loans,85500.0,THURSDAY,12.0,Y,1.0,XNA,Approved,-55.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,high,3.0,0-10
100885,0,Cash loans,F,N,N,0,157500.0,557770.5,Working,Secondary / secondary special,Single / not married,House / apartment,0.00496,-12106,-3635,-5316.0,-2438,1,1,0,1,0,0,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20164.5,0.6505560371285957,5927076.0,Closed,currency 1,-241.0,0.0,0.0,0.0,Consumer credit,-56.0,226-250,-241.0,,,2207405.0,Cash loans,463500.0,THURSDAY,9.0,Y,1.0,XNA,Approved,-88.0,Cash through the bank,XAP,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1.0,XNA,low_normal,8.0,0-10
100886,0,Cash loans,F,Y,Y,0,315000.0,697500.0,State servant,Higher education,Single / not married,House / apartment,0.006296,-15217,-6607,-3532.0,-5156,1,1,0,1,0,0,3,3,TUESDAY,17,0,0,0,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29682.0,0.7816790508306426,6289107.0,Active,currency 1,-50.0,0.0,0.0,0.0,Consumer credit,-16.0,26-50,-50.0,0.0,0,2386091.0,Consumer loans,202500.0,SUNDAY,14.0,Y,1.0,XAP,Approved,-555.0,Cash through the bank,XAP,New,Furniture,POS,XNA,Stone,92.0,Furniture,middle,1.0,0-10
100887,0,Cash loans,F,N,Y,0,67500.0,157914.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0.035792,-24680,365243,-8365.0,-5033,1,0,0,1,0,0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9193.5,0.3572819736123357,5673255.0,Active,currency 1,-422.0,0.0,0.0,0.0,Consumer credit,-33.0,More than 250,-422.0,,,2227922.0,Consumer loans,200997.0,MONDAY,13.0,Y,1.0,XAP,Approved,-93.0,Cash through the bank,XAP,Refreshed,Furniture,POS,XNA,Stone,150.0,Furniture,middle,2.0,0-10
100888,0,Cash loans,F,Y,N,0,135000.0,900000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-18874,-12166,-6758.0,-2424,1,1,0,1,0,0,2,2,MONDAY,7,0,0,0,0,0,0,Industry: type 10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26446.5,0.6964040179960773,5634749.0,Closed,currency 1,-1175.0,0.0,0.0,0.0,Consumer credit,-360.0,More than 250,-1175.0,,,2545003.0,Revolving loans,0.0,TUESDAY,13.0,Y,1.0,XAP,Canceled,-146.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,5.0,0-10
100889,0,Revolving loans,F,Y,Y,0,450000.0,855000.0,Commercial associate,Higher education,Married,House / apartment,0.04622,-12385,-5557,-2320.0,-2789,1,1,0,1,0,0,1,1,FRIDAY,16,0,0,0,0,0,0,Self-employed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42750.0,0.7415931598648732,6820244.0,Closed,currency 1,-2360.0,0.0,0.0,0.0,Real Estate,-1261.0,More than 250,-1526.0,,,,,,,,,,,,,,,,,,,,,,,,
100890,0,Cash loans,F,N,Y,0,157500.0,553806.0,Working,Secondary / secondary special,Single / not married,House / apartment,0.0116569999999999,-20108,-4695,-10304.0,-3543,1,1,0,1,1,0,1,1,TUESDAY,15,0,0,0,0,0,0,Medicine,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22090.5,0.7082301081114175,5232893.0,Active,currency 1,-354.0,0.0,0.0,0.0,Credit card,-11.0,76-100,-77.0,,,2687912.0,Consumer loans,87435.0,WEDNESDAY,11.0,Y,1.0,XAP,Approved,-1287.0,Cash through the bank,XAP,New,Furniture,POS,XNA,Stone,110.0,Furniture,low_normal,1.0,0-10
100891,0,Cash loans,F,N,N,0,67500.0,203760.0,Pensioner,Secondary / secondary special,Married,House / apartment,0.020246,-21817,365243,-6288.0,-5107,1,0,0,1,0,0,3,3,SATURDAY,7,0,0,0,0,0,0,XNA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20281.5,0.1573284049905282,6067205.0,Active,currency 1,-934.0,0.0,0.0,0.0,Credit card,-16.0,More than 250,-757.0,,,1981948.0,Cash loans,0.0,THURSDAY,8.0,Y,1.0,XNA,Canceled,-198.0,XNA,XAP,Repeater,XNA,XNA,XNA,Credit and cash offices,-1.0,XNA,XNA,6.0,0-10
